Id,Location,Price,Manufacturer,Model,Year,Category,Mileage,Fuel type,Engine Volume,Cylinders,Gear box type,Drive wheels,Doors,Airbags,Wheel,Color,Interior color,Interior material,Exchange,Technical inspection,Catalyst,Steering Hydraulics,On-Board Computer,Air Conditioning,Parking Control,Rear View Camera,Electric Side Mirros,Climate Control,Cruise Control,Start-Stop System,Sunroof,Heated Seats,Memory Seats,ABS,ESP,Central Locking,Alarm System,Fog Lamp,Central Screen (Navigation),AUX,Bluetooth,Multifunction Steering Wheel,Rims,Spare Tyre,Didabled Accessible,Undamaged,Clean History,Newly Imported,Low Consumption,Limited edition,Unpainted,One owner,Urgently,European,Perfect condition,For family,Pawnshop,Third row
95523790,Rustavi Car Market,26147,Honda,FIT,2020,Hetchback,6000,Petrol,1.5 ,4,Automatic,Front,4/5,6,Left,White,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
91996942,Tbilisi,9674,Honda,Jazz,2003,Hetchback,225000,Petrol,1.3 ,4,Manual,Front,4/5,6,Left,Silver,Grey,Fabric,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95251898,Gori,8367,Honda,FIT,2002,Hetchback,210834,Petrol,1.5 ,4,Variator,Front,4/5,2,Right,White,Black,Fabric,No,Yes,,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95677594,Tbilisi,15688,Honda,CR-V,2005,Jeep,337600,Petrol,2.4 ,4,Automatic,4x4,4/5,4,Left,Grey,Black,Leather,No,Yes,,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
92202102,Tbilisi,41835,Honda,Accord,2020,Sedan,58000,Petrol,1.5 turbo,4,Tiptronic,Front,4/5,12,Left,Black,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95678286,Rustavi,14380,Honda,FIT,2015,Hetchback,82000,Petrol,1.3 ,4,Automatic,Front,4/5,4,Right,Silver,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95678186,Batumi,21702,Honda,FIT,2015,Hetchback,135000,Petrol,1.5 ,4,Automatic,Front,4/5,6,Left,Silver,Black,Fabric,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95677742,Tbilisi,7321,Honda,FIT,2005,Sedan,1230,Petrol,1.3 ,4,Variator,Front,4/5,2,Right,White,Black,Fabric,No,Yes,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94701198,Rustavi Car Market,44447,Honda,Accord,2018,Sedan,107200,Petrol,1.5 turbo,4,Tiptronic,Front,4/5,12,Left,Grey,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95675498,Tbilisi,15296,Honda,FIT,2012,Hetchback,125000,Hybrid,1.3 ,4,Variator,Front,4/5,9,Right,Red,Beige,Fabric,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95673906,Caucasus Auto Market,42619,Honda,HR-V,2019,Jeep,21800,Petrol,1.8 ,4,Tiptronic,4x4,4/5,8,Left,Blue,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
71598085,Tbilisi,16864,Honda,FIT,2015,Hetchback,33000,Hybrid,1.5 ,4,Tiptronic,Front,4/5,4,Right,Blue,Black,Alcantara,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95670758,Poti,14380,Honda,Step Wagon,2005,Minivan,280000,CNG,2.4 ,4,Variator,Front,4/5,4,Right,White,Grey,Fabric,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95670022,Zugdidi,44449,Honda,Accord,2021,Sedan,12299,Hybrid,2.0 ,4,Variator,Front,4/5,9,Left,Silver,Black,Fabric,No,Yes,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95672342,Tbilisi,9935,Honda,Civic,2003,Sedan,170000,Petrol,1.6 ,4,Automatic,Front,4/5,4,Left,Grey,Grey,Fabric,No,Yes,,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95664102,Tbilisi,16211,Honda,FIT,2014,Hetchback,120000,Petrol,1.5 ,4,Variator,Front,4/5,8,Right,Orange,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95667130,Tbilisi,52294,Honda,Accord,2021,Sedan,11200,Petrol,1.5 turbo,4,Variator,Front,4/5,12,Left,Black,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95666310,Batumi,37913,Honda,Odyssey,2014,Minivan,211200,Petrol,3.5 ,6,Automatic,Front,4/5,9,Left,Grey,Grey,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95669190,Tbilisi,8105,Honda,FIT,2005,Hetchback,165000,Petrol,1.3 ,8,Variator,Front,4/5,2,Right,Black,Grey,Fabric,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95671298,Ozurgeti,14903,Honda,FIT,2013,Hetchback,190000,Petrol,1.3 ,4,Variator,Front,4/5,6,Right,Silver,Black,Combined,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95666330,Tbilisi,10981,Honda,FIT,2009,Hetchback,216000,Petrol,1.3 ,4,Variator,Front,4/5,4,Right,White,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95672290,Tbilisi,6536,Honda,CR-V,1997,Jeep,220000,CNG,2.0 ,4,Automatic,4x4,4/5,,Right,Silver,Grey,Fabric,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95671422,Kutaisi,12550,Honda,FIT,2012,Sedan,225000,Hybrid,1.3 ,4,Automatic,Front,4/5,4,Right,White,Black,Fabric,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95462818,Batumi,14903,Honda,FIT,2012,Hetchback,124000,Hybrid,1.3 ,4,Variator,Front,4/5,6,Right,White,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95581986,Tbilisi,30069,Honda,HR-V,2016,Jeep,115200,Petrol,1.8 ,4,Automatic,4x4,4/5,4,Left,Grey,Grey,Leather,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95663994,Tbilisi,26669,Honda,CR-V,2013,Jeep,162880,Petrol,2.4 ,4,Automatic,4x4,4/5,12,Left,Grey,Beige,Leather,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95663698,Tbilisi,14380,Honda,Insight,2010,Hetchback,224000,Hybrid,1.3 ,4,Automatic,Front,4/5,9,Left,Carnelian red,Beige,Leather,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95665642,Tbilisi,12812,Honda,FIT,2012,Hetchback,168000,Hybrid,1.3 ,4,Automatic,Front,4/5,6,Right,Grey,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95665850,Zugdidi,14380,Honda,FIT,2011,Sedan,145000,Petrol,1.4 ,3,Automatic,Front,4/5,4,Right,Blue,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95666222,Tbilisi,9674,Honda, N-One,2014,Hetchback,120000,Petrol,0.7 ,3,Automatic,Front,4/5,6,Right,Carnelian red,Black,Fabric,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95664730,Tbilisi,5752,Honda,CR-V,1998,Jeep,0,CNG,2.0 ,4,Automatic,4x4,4/5,12,Left,Green,Beige,Fabric,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
93610730,Tbilisi,7844,Honda, N-One,2015,Hetchback,134000,Petrol,0.7 turbo,3,Variator,Front,4/5,8,Right,White,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95664974,Caucasus Auto Market,35298,Honda,HR-V,2018,Jeep,120000,Petrol,1.6 ,4,Automatic,4x4,4/5,8,Left,Grey,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95662110,Tbilisi,23270,Honda,FIT,2016,Hetchback,32900,Petrol,1.5 ,4,Variator,Front,4/5,6,Left,White,Black,Fabric,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95553342,Tbilisi,6798,Honda,Odyssey,2000,Minivan,222222,CNG,3.0 ,6,Tiptronic,4x4,4/5,12,Right,Silver,Beige,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95651118,Tbilisi,13073,Honda,Edix,2006,Jeep,164000,Petrol,2.0 ,4,Automatic,4x4,4/5,4,Right,White,Black,Fabric,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95659790,Tbilisi,33991,Honda,HR-V,2019,Jeep,40000,Petrol,1.8 ,4,Automatic,4x4,4/5,8,Left,Silver,Beige,Fabric,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95580118,Tbilisi,7059,Honda,Odyssey,2001,Minivan,11111,CNG,2.3 ,4,Tiptronic,Front,4/5,7,Right,Black,Beige,Fabric,No,Yes,,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95658558,Tbilisi,4306,Honda,Stream,2004,Hetchback,0,Petrol,1.7 ,4,Automatic,Front,4/5,10,Right,Silver,Grey,Fabric,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95651826,Rustavi,10458,Honda,FIT,2008,Hetchback,230000,LPG,1.3 ,4,Variator,Front,4/5,4,Right,Silver,Blue,Fabric,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
93851090,Tbilisi,7059,Honda,CR-V,1999,Jeep,244589,Petrol,2.0 ,4,Automatic,4x4,4/5,2,Left,Blue,Grey,Fabric,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95655794,Tbilisi,40266,Honda,Accord,2018,Sedan,60000,Petrol,1.5 ,4,Automatic,Front,4/5,12,Left,Grey,Black,Combined,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95658890,Tbilisi,12027,Honda,FIT,2014,Hetchback,10224,Petrol,1.3 ,4,Automatic,Front,4/5,4,Right,Red,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
85563391,Tbilisi,9151,Honda,Accord,2014,Sedan,83600,Hybrid,2.0 ,4,Automatic,Front,4/5,12,Right,Black,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95578658,Tbilisi,7321,Honda,Jazz,2008,Hetchback,179000,Petrol,1.3 ,4,Manual,Front,4/5,4,Left,Sky Blue,Blue,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95653866,Akhaltsikhe,8889,Honda,FIT,2003,Hetchback,276000,Petrol,1.3 ,4,Variator,Front,4/5,4,Right,Silver,Grey,Fabric,No,Yes,,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95644970,Khashuri,8628,Honda,CR-V,2000,Jeep,205000,Petrol,2.0 ,4,Manual,4x4,4/5,,Left,Silver,Grey,Fabric,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95642994,Telavi,9935,Honda,FIT,2005,Hetchback,0,Petrol,1.5 ,4,Tiptronic,Front,4/5,2,Right,Silver,Black,Fabric,No,Yes,,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95646866,Kutaisi,10981,Honda,FIT,2013,Sedan,260000,Hybrid,1.5 ,4,Automatic,Front,4/5,4,Right,Blue,Black,Combined,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95645850,Rustavi Car Market,37913,Honda,HR-V,2019,Jeep,79520,Petrol,1.8 ,4,Tiptronic,Front,4/5,8,Left,Blue,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
92790098,Tbilisi,10066,Honda,Jazz,2003,Hetchback,193000,Petrol,1.4 ,4,Manual,Front,4/5,4,Left,Sky Blue,Grey,Fabric,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95642834,Tbilisi,16995,Honda,CR-Z,2012,Coupe,169704,Hybrid,1.5 ,4,Tiptronic,Front,2/3,10,Left,Red,Grey,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95642182,Poti,9151,Honda,FIT,2002,Sedan,308085,Petrol,1.3 ,4,Automatic,Front,4/5,,Right,Silver,Brown,Fabric,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95643246,Rustavi,11243,Honda,FIT,2004,Hetchback,148000,Petrol,1.5 ,4,Variator,4x4,4/5,2,Right,Black,Black,Leather,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95644694,Telavi,9935,Honda,FIT,2005,Hetchback,0,Petrol,1.5 ,4,Tiptronic,Front,4/5,2,Right,Silver,Black,Fabric,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95646902,Tbilisi,57523,Honda,Accord,2022,Sedan,6000,Petrol,1.5 ,4,Tiptronic,Front,4/5,10,Left,Black,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95643950,Tbilisi,9543,Honda,FIT,2005,Hetchback,169000,Petrol,1.5 ,4,Variator,Front,4/5,2,Right,Red,Beige,Fabric,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95649958,Tbilisi,9543,Honda,FIT,2004,Hetchback,145600,Petrol,1.3 ,4,Variator,Front,4/5,6,Right,Silver,Black,Combined,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95644070,Tbilisi,4967,Honda,Civic,1997,Sedan,233000,CNG,1.5 ,4,Manual,Front,4/5,2,Left,Grey,Grey,Fabric,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95638454,Akhalkalaki,14380,Honda,FIT,2012,Hetchback,149000,Petrol,1.3 ,4,Variator,Front,4/5,6,Right,Black,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95640502,Tbilisi,13335,Honda,FIT,2012,Hetchback,170000,Hybrid,1.3 ,4,Variator,Front,4/5,4,Right,Silver,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95638270,Tbilisi,9935,Honda,FIT,2004,Sedan,150000,Petrol,1.5 ,4,Automatic,4x4,4/5,9,Right,Blue,Black,Fabric,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95640946,Tbilisi,9412,Honda,FIT,2005,Hetchback,169000,Petrol,1.5 ,4,Variator,Front,4/5,2,Right,Red,Beige,Fabric,No,Yes,,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94557702,Tbilisi,27192,Honda,FIT,2020,Hetchback,23000,Petrol,1.5 ,4,Variator,Front,4/5,8,Left,Blue,Grey,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
91741282,Tbilisi,16472,Honda,FIT,2014,Sedan,160000,Hybrid,1.5 ,4,Automatic,Front,4/5,8,Right,White,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95639534,Tbilisi,11766,Honda,FIT,2012,Hetchback,213000,Hybrid,1.3 ,4,Variator,Front,4/5,9,Right,Silver,Black,Combined,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95639470,Tbilisi,61445,Honda,M-NV,2022,Jeep,2000,Electric,2.2 turbo,4,Automatic,Front,4/5,7,Left,White,Carnelian red,Leather,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95308050,Rustavi,14380,Honda,Step Wagon,2011,Minivan,162765,Petrol,2.0 ,4,Automatic,Front,4/5,4,Right,Black,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95639774,Tbilisi,8367,Honda,FIT,2004,Hetchback,213000,Petrol,1.3 ,4,Variator,Front,4/5,9,Right,Black,Grey,Fabric,No,Yes,,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95270234,Tbilisi,10851,Honda,FIT,2007,Hetchback,191000,Petrol,1.5 ,4,Automatic,Front,4/5,4,Right,Sky Blue,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95639162,Tbilisi,10066,Honda,FIT,2002,Hetchback,152365,Petrol,1.5 ,4,Variator,Front,4/5,6,Right,White,Black,Combined,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95641378,Tbilisi,21440,Honda,FIT,2015,Hetchback,152365,Petrol,1.5 ,4,Automatic,Front,4/5,6,Left, Yellow,Black,Combined,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95021342,Tbilisi,4444,Honda,CR-V,1996,Jeep,1000,Petrol,2.0 ,4,Automatic,4x4,4/5,4,Right,Green,Grey,Fabric,No,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
